"TYPE","PARENT","STATE","COMPLETED","FOCUS","NAME","TAGS","TIME","ENERGY","WAITINGFOR","STARTDATE","DUEDATE","NOTES",
"Task","Standalone","Logbook","2026-2-25","","review andres","","","","","","","",
"Task","Standalone","Logbook","2026-2-27","","review rami","","","","","","","",
"Task","Standalone","Logbook","2026-2-26","","Ask targeted questions at 1-1s about who uses AI and how?","","","","","","","",
"Task","Standalone","Logbook","2026-3-10","","Read through IHG sso slack thread","","","","","","","https://www.notion.so/canarytechnologies/IHG-SSO-29b81468615180eab4bace2606122877?source=copy_link",
"Task","Standalone","Logbook","2026-2-26","","Ryan - make sure he owns loyalty enrollment","","","","","","","scope monitoring and alerting pieces",
"Task","Standalone","Logbook","2026-2-26","","gateway thingy","","","","","","","https://linear.app/canary-technologies/issue/ENT-5455/46704-payment-gateway-is-not-configured-for-uscanada-hotel#comment-297ab7a8",
"Task","Standalone","Logbook","2026-2-26","","Linear","","","","","","","",
"Task","Standalone","Logbook","2026-2-26","","slack","","","","","","","",
"Task","Standalone","Logbook","2026-2-27","","review ryan monitors","","","","","","","https://linear.app/canary-technologies/issue/ENT-5476/improve-wyndham-loyalty-enrollment-monitoring",
"Task","Standalone","Logbook","2026-2-27","","sentry mcp","","","","","","2026-02-27","",
"Task","Standalone","Logbook","2026-2-27","","follow-up - encourage customer activation and EMEA rootly teams.","","","","","","2026-02-27","",
"Task","Standalone","Logbook","2026-2-27","","Answer Andres on extendable django admin questions","","","","","","2026-02-27","",
"Task","Standalone","Logbook","2026-3-5","","Aspirational tickets - start using conductor","","","","","","","https://linear.app/canary-technologies/issue/ENT-5318/codify-go-generic-processhttps://linear.app/canary-technologies/issue/ENT-4066/introduce-a-stage-concept-to-replace-script-type-in-onboardinghttps://linear.app/canary-technologies/issue/ENT-5478/convert-multistepprocessplan-to-generic-config-change-plan",
"Task","Standalone","Logbook","2026-3-3","","Try to merge phone number move - approval and merge","","","","","","","https://linear.app/canary-technologies/issue/ENT-5315/move-phone-number-script-before-initial-configuration-for-wcp",
"Task","Standalone","Logbook","2026-2-27","","Write up Triage engineer and oncall rotation for ENT homepage. Forward to Tincho as his instructions","","","","","","","",
"Task","Standalone","Logbook","2026-3-4","","Define first step for wyndham bandwidth numbers","","","","","","","https://linear.app/canary-technologies/issue/ENT-5231/wyndham-sms-migration",
"Task","Standalone","Logbook","2026-2-26","","sanle feedback","","","","","","","",
"Task","Standalone","Logbook","2026-2-27","","prep offer call for Asher","","","","","","","",
"Task","Standalone","Logbook","2026-2-27","","meshack pat leave","","","","","","","",
"Task","Standalone","Logbook","2026-2-27","","offer asher","","","","","","","",
"Task","Standalone","Logbook","2026-2-27","","understand this ticket","","","","","","","https://linear.app/canary-technologies/issue/ENT-5211/get-canonical-membership-should-not-default-to-non-member",
"Task","Standalone","Logbook","2026-2-27","","prep interview","","","","","","","",
"Task","Standalone","Logbook","2026-2-27","","linear","","","","","","","",
"Task","Standalone","Logbook","2026-2-27","","Send ASher benefits adn offer numbers","","","","","","","",
"Task","Standalone","Logbook","2026-2-27","","follow up PG","","","","","","","",
"Task","Standalone","Logbook","2026-3-2","","Check in on BW ""hack""","","","","","","2026-02-27","",
"Task","Standalone","Logbook","2026-3-17","","review notion pre-production and define enterprise responsibilities","","","","","","","https://www.notion.so/canarytechnologies/Pre-production-Hotels-314814686151805094b7efa86010e21f",
"Task","Standalone","Logbook","2026-3-3","","approve rami","","","","","","","",
"Task","Standalone","Logbook","2026-3-2","","Blake directs updates","","","","","","2026-03-02","https://www.notion.so/canarytechnologies/Blake-Directs-29181468615180e38710d8c40cf3fdacTemperature check - we should know who’s underwater, support or change expectations. We’ll start with a silent read, then Blake may ask for clarifications.People - be aware of challenges and get ahead of themUnblock - unblock decisions within the meeting (3-5 min max), or coordinate rapid follow-ups with the relevant folksTee Ups - we do not want this to be another Eng Leads. We’ll limit discussions that occur within this meeting, but it’s useful to frame of discussions and figure out who’s relevant",
"Task","Standalone","Logbook","2026-3-2","","Cancel interviews","","","","","","","",
"Task","Standalone","Logbook","2026-3-2","","linear","","","","","","","",
"Task","Standalone","Logbook","2026-3-2","","slack","","","","","","","",
"Task","Standalone","Logbook","2026-3-2","","review andres","","","","","","","https://github.com/canary-technologies-corp/canary/pull/39463",
"Task","Standalone","Logbook","2026-3-3","","Check out Ryan loyalty badges. Compare iwht Slack thread. Ask CC to create a comprehensive visual overview","","","","","","","https://canarytechnologies.slack.com/archives/C09M5GRJPL2/p1772468691302529?thread_ts=1772211432.969289&cid=C09M5GRJPL2",
"Task","Standalone","Logbook","2026-3-2","","answer andres","","","","","","","",
"Task","Standalone","Logbook","2026-3-2","","All reviews","","","","","","","",
"Task","Standalone","Logbook","2026-3-2","","issue: deleting users and changing username, but can be reactivated by SSO login","","","","","","","",
"Task","Standalone","Logbook","2026-3-4","","Scope import of EIN data","","","","","","","",
"Task","Standalone","Logbook","2026-3-2","","Check in on pre-production hotels","","","","","","","",
"Task","Standalone","Logbook","2026-3-3","","peter gao - draft response to question. Set 15m call to discuss comp","","","","","","","https://hire.lever.co/candidates/4e0f9f60-2073-4966-9563-5ea5c3dd3fdddid you ever get any additional comp info?[5:06 PM]There's only a note that it's roughly ~150K[5:07 PM]If not, can you reach out to him over email, ask for reference, and ask for a quick 15min to touch base?Saved for later • Due 17 hours ago[5:07 PM]You can then tell him we're putting together an offer but you want to understand what's important to him. Get his number, range, previous comp or any amchoring point. I don't want to miss on the first offer we put in front of him.",
"Task","Standalone","Logbook","2026-3-3","","Check blake directs from yesterday","","","","","","2026-03-03","https://www.notion.so/canarytechnologies/Blake-Directs-29181468615180e38710d8c40cf3fdac",
"Task","Standalone","Logbook","2026-3-3","","Linear inbox to 0","","","","","","","",
"Task","Standalone","Logbook","2026-3-3","","Slack completely read","","","","","","","",
"Task","Standalone","Logbook","2026-3-3","","To-do list comprehensive and ordered","","","","","","","",
"Task","Standalone","Logbook","2026-3-3","","reply blake portfolios","","","","","","","",
"Task","Standalone","Logbook","2026-3-3","","email inbox to 0","","","","","","","",
"Task","Standalone","Logbook","2026-3-11","","Intro Asher to Stephanie to set up a call next week","","","","","","2026-03-11","",
"Task","Standalone","Logbook","2026-3-3","","jfdi","","","","","","","https://linear.app/canary-technologies/issue/ENT-5504/request-to-update-property-photo",
"Task","Standalone","Logbook","2026-3-3","","prep WCP batch","","","","","","","### 1. Prep the Wyndham WCP 3/4 batch for Wednesday go-liveConnor shared the next WCP cohort yesterday in #wyndham — Heather has given the green light.[[1]](https://canarytechnologies.slack.com/archives/C04STT7UPRQ/p1772460885585289) **Everything except WhatsApp needs to be ready by Wednesday, with WhatsApp targeted for Friday.** Mziaei flagged that some data is missing before scripts can run and is working on loading it in.[[2]](https://canarytechnologies.slack.com/archives/C04STT7UPRQ/p1772461358719169?cid=C04STT7UPRQ&thread_ts=1772460885.585289)- [ ]  **Review the cohort** and confirm it's ready for scripting- [ ]  **Coordinate with Mziaei** on missing data — previously Rami helped with this- [ ]  Aim for scripts complete by EOD tomorrow",
"Task","Standalone","Logbook","2026-3-3","","Fix ENT-5498","","","","","","","### 3. Fix the GJ messages bug (ENT-5498)You found a bug yesterday where **deleted guest journey messages can be re-enabled** when running go-live scripts on reactivated properties.[[4]](https://canarytechnologies.slack.com/archives/C08P0M47GPQ/p1772463929180529?cid=C08P0M47GPQ&thread_ts=1772463438.753509) This came up for La Quinta Inn Richmond-Midlothian (06770). Ticket is already in progress.",
"Task","Standalone","Logbook","2026-3-3","","rollout to US canada payment gateways","","","","","","","https://linear.app/canary-technologies/issue/ENT-5502/wcp-or-payment-gateaway-is-not-configured-for-uscanada-hotel",
"Task","Standalone","Logbook","2026-3-3","","Investigate","","","","","","","https://linear.app/canary-technologies/issue/ENT-5500/bw-rebrand-from-wyndham-upsells-arent-updating",
"Task","Standalone","Logbook","2026-3-3","","review rami opps doc","","","","","","","https://www.notion.so/canarytechnologies/Model-Salesforce-Opportunities-2f98146861518086bb75fd217bb9d23a?source=copy_link",
"Task","Standalone","Logbook","2026-3-6","","Review agentic challenges and respond","","","","","","2026-03-06","https://www.notion.so/canarytechnologies/Agentic-AI-brainstorm-317814686151802ca3dfdf7253be0c23?source=copy_link",
"Task","Standalone","Logbook","2026-3-3","","review blake wyndham vid","","","","","","","https://canarytechnologies.slack.com/archives/C0AHJAGE361/p1772214664703989",
"Task","Standalone","Logbook","2026-3-4","","remove generate settings from make check-fix","","","","","","","",
"Task","Standalone","Logbook","2026-3-3","","forwarding config","","","","","","","",
"Task","Standalone","Logbook","2026-3-3","","forwearding config and voice number","","","","","","","",
"Task","Standalone","Logbook","2026-3-5","","Make proper decision on user activation tooling","","","","","","2026-03-05","CA team",
"Task","Standalone","Logbook","2026-3-4","","wcp guarantee codes setup","","","","","","2026-03-05","",
"Task","Standalone","Logbook","2026-3-4","","WCP messaging services","","","","","","","",
"Task","Standalone","Logbook","2026-3-4","","linear","","","","","","","",
"Task","Standalone","Logbook","2026-3-4","","slack","","","","","","","",
"Task","Standalone","Logbook","2026-3-4","","full to-do","","","","","","","",
"Task","Standalone","Logbook","2026-3-4","","email","","","","","","","",
"Task","Standalone","Logbook","2026-3-4","","schedule peter","","","","","","","",
"Task","Standalone","Logbook","2026-3-4","","Fix SSO here","","","","","","","https://linear.app/canary-technologies/issue/ENT-5474/2-hotels-sharing-the-same-admin-page#comment-72c07027",
"Task","Standalone","Logbook","2026-3-4","","re-review Lauta conditional mapping","","","","","","","https://www.notion.so/canarytechnologies/Conditional-Role-Mapping-during-SSO-authentication-30b81468615180aba3d1ff70e56cf453?d=8d981468615182cb996e83c2dca9974f",
"Task","Standalone","Logbook","2026-3-4","","WCP - why are senders offline?","","","","","","","https://linear.app/canary-technologies/issue/ENT-5511/enabling-auths-v2-for-wcp-active-properties-march-2nd-batch",
"Task","Standalone","Logbook","2026-3-4","","add users to groupos","","","","","","","https://linear.app/canary-technologies/issue/ENT-5488/access-request#comment-09cf9144",
"Task","Standalone","Logbook","2026-3-4","","review tincho changes","","","","","","","https://github.com/canary-technologies-corp/canary/pull/39724",
"Task","Standalone","Logbook","2026-3-4","","Respond Andres","","","","","","","",
"Task","Standalone","Logbook","2026-3-5","","Follow up Whatsapp senders","","","","","","2026-03-05","",
"Task","Standalone","Logbook","2026-3-5","","try to pre-reject this candidate","","","","","","","https://hire.lever.co/candidates/5b525c4a-db23-4e01-949e-65b0e87b653c",
"Task","Standalone","Logbook","2026-3-5","","Scope tiwlio move number work","","","","","","","* Use onboarding scripts",
"Task","Standalone","Logbook","2026-3-5","","Is Wyndham whatsapp senders an issue in EU? List to rachel Kim","","","","","","","",
"Task","Standalone","Logbook","2026-3-5","","Define the user activation sprint. Stephanie to scope. Lauta available.","","","","","","","",
"Task","Standalone","Logbook","2026-3-5","","keep tabs on the hotelkey API setup","","","","","","","",
"Task","Standalone","Logbook","2026-3-10","","SJ <> Martijn. Make it happen.","","","","","","2026-03-09","",
"Task","Standalone","Logbook","2026-3-5","","Wyndham Cert -> platform triage","","","","","","","",
"Task","Standalone","Logbook","2026-3-5","","communicate domains are platform to laura","","","","","","","",
"Task","Standalone","Logbook","2026-3-5","","REview BW hard cases","","","","","","","https://linear.app/canary-technologies/issue/ENT-5485/migrate-best-westerns-pre-arrival-messages-to-new-segmentation-model",
"Task","Standalone","Logbook","2026-3-5","","Check in thurs for SLA","","","","","","","https://linear.app/canary-technologies/issue/ENT-5524/canary-codes#comment-211364f5",
"Task","Standalone","Logbook","2026-3-5","","check rr did a good job of pushing back","","","","","","","https://canarytechnologies.slack.com/archives/C08FKQG5MKL/p1772656056978929?thread_ts=1772203638.905299&cid=C08FKQG5MKL",
"Task","Standalone","Logbook","2026-3-5","","Set up daily scheduled reminders","","","","","","","",
"Task","Standalone","Scheduled/Repeating","","","Work through morning triage","","15","High","","2026-04-13","","",
"Task","Standalone","Logbook","2026-3-5","","Clear Linear inbox","","15","High","","","","",
"Task","Standalone","Trash","","","Clear email inbox","","15","High","","","","",
"Task","Standalone","Trash","","","Clear Slack","","15","High","","","","",
"Task","Standalone","Logbook","2026-3-5","","Explain what to do on this ticket","","","","","","","https://linear.app/canary-technologies/issue/ENT-5515/new-admin-page-dashboard-request#comment-d0775e3d",
"Task","Standalone","Logbook","2026-3-5","","voice access","","","","","","","https://linear.app/canary-technologies/issue/ENT-5489/support-access-to-voice-configuration#comment-39405ae1",
"Task","Standalone","Logbook","2026-3-5","","fix or scope","","","","","","","https://linear.app/canary-technologies/issue/ENT-5526/admin-unable-to-edit-staff-roles",
"Task","Standalone","Logbook","2026-3-5","","email","","","","","","","",
"Task","Standalone","Logbook","2026-3-5","","slack","","","","","","","",
"Task","Standalone","Logbook","2026-3-5","","todo","","","","","","","",
"Task","Standalone","Logbook","2026-3-5","","review Ryan design","","","","","","","",
"Task","Standalone","Logbook","2026-3-5","","offline senders to Rachel Kim","","","","","","","",
"Task","Standalone","Logbook","2026-3-5","","sprint planning","","","","","","","",
"Task","Standalone","Next","","Yes","proper review and think","","10","","","","","https://github.com/canary-technologies-corp/canary/pull/37770",
"Task","Standalone","Logbook","2026-3-5","","check everyone's sprints","","","","","","","",
"Task","Standalone","Logbook","2026-3-6","","review Andres","","","","","","","https://github.com/canary-technologies-corp/canary/pull/39463",
"Task","Standalone","Logbook","2026-3-5","","FIX PHOTO","","","","","","","",
"Task","Standalone","Logbook","2026-3-5","","DM Stephanie and Lauta","","","","","","2026-03-05","",
"Task","Standalone","Logbook","2026-3-6","","Projects that stack into track 1 and 2","","","","","","2026-03-06","https://canarytechnologies.slack.com/archives/C09UN3697KK/p1772734133041019",
"Task","Standalone","Logbook","2026-3-6","","prep peter offer","","","","","","2026-03-06","",
"Task","Standalone","Logbook","2026-3-12","","tighten scope (conductor)","","","","","","","https://linear.app/canary-technologies/issue/ENT-5496/its-possible-to-delete-sso-users-via-portfolio-and-then-they-can-get",
"Task","Standalone","Logbook","2026-3-6","","Review rami for fun","","","","","","","https://github.com/canary-technologies-corp/canary/pull/39967",
"Task","Standalone","Logbook","2026-3-9","","re-review rami salesforce opportunities","","","","","","2026-03-09","",
"Task","Standalone","Logbook","2026-3-16","","Finish Wyndham incident","","","","","","","https://rootly.com/account/incidents/166-ohip-credentials-expired",
"Task","Ticket","Logbook","2026-4-2","","Need education roland / olympia using tipping onboarding (ticket)","","","","","","","",
"Task","Standalone","Logbook","2026-3-6","","Clear Linear inbox","","15","High","","","2026-03-06","",
"Task","Standalone","Logbook","2026-3-6","","Clear email inbox","","15","High","","","2026-03-06","",
"Task","Standalone","Logbook","2026-3-6","","Clear Slack","","15","High","","","2026-03-06","",
"Task","Standalone","Logbook","2026-3-10","","check on wyndham sso users with no wyndham htels. Scope for Lauta?","","","","","","","us = UserProfile.objects.filter(sso_organization=49).exclude(user__companyhoteluser__hotel__sso_organization=49).exclude(user__companyhoteluser=None)",
"Task","Standalone","Logbook","2026-3-9","","handle pms flip","","","","","","","https://linear.app/canary-technologies/issue/ENT-5535/wyndham-case-11110187-site-60840-synxis-not-syncing-to-canary  4. Medium | #epd-pms-gateway | From: Ishwar Nagar  Summary: Ishwar is pinging @pms-engineering about two Synxis sync issue tickets (241 and 243) — asking if there's a broader problem or isolated cases. Relevant to your ENT-5535   Linear ticket (Wyndham Synxis not syncing).",
"Task","Standalone","Logbook","2026-3-10","","arrange retro","","","","","","2026-03-09","",
"Task","Standalone","Logbook","2026-3-9","","Review tincho BW","","","","","","","",
"Task","Standalone","Logbook","2026-3-6","","forward benefits one-pager to PG","","","","","","","",
"Task","Standalone","Logbook","2026-3-11","","Check in on Lauta / STephanie progress","","","","","","2026-03-11","",
"Task","Standalone","Logbook","2026-3-10","","remind jordan, z about laptopsp for sam, meshack","","","","","","","",
"Task","Standalone","Logbook","2026-3-11","","engineers to do onboarding for 2 weeks","","","","","","","",
"Task","Standalone","Logbook","2026-3-9","","Regular morning operations","","","","","","","* Linear inbox* email inbox* Slack inbox",
"Task","Standalone","Logbook","2026-3-9","","Automate Linear inbox check","","","","","","","",
"Task","Standalone","Logbook","2026-3-9","","Automate Email inbox clearance","","","","","","","",
"Task","Standalone","Logbook","2026-3-9","","respond feature flags","","","","","","","1. High | #eng-leads | From: Dana Levine, Andrea Bradshaw, Arjun Pothukuchi  Summary: Thread about Growthbook outage impact — feature flags fell back to defaults for ~6 hours on Mar 7. Each team lead is reporting their impact assessment. You haven't  responded yet for Enterprise.  Recommended action: Post your Enterprise team's impact assessment if you haven't already. Check whether any ENT-specific feature flags had production-divergent defaults that  could have affected hotels.",
"Task","Standalone","Logbook","2026-3-9","","Check and follow up","","","","","","","https://linear.app/canary-technologies/issue/INT-8572/wyndham-dual-brand-golive-49046-and-60153#comment-865c1569",
"Task","Standalone","Logbook","2026-3-9","","investigate wyndham issue","","","","","","","https://linear.app/canary-technologies/issue/ENT-5538/hotel-setup-check-for-site-59947-wyndham-directory-showing-in-logins",
"Task","Standalone","Logbook","2026-3-9","","Blake directs updates","","","","","","2026-03-09","https://www.notion.so/canarytechnologies/Blake-Directs-29181468615180e38710d8c40cf3fdacTemperature check - we should know who’s underwater, support or change expectations. We’ll start with a silent read, then Blake may ask for clarifications.People - be aware of challenges and get ahead of themUnblock - unblock decisions within the meeting (3-5 min max), or coordinate rapid follow-ups with the relevant folksTee Ups - we do not want this to be another Eng Leads. We’ll limit discussions that occur within this meeting, but it’s useful to frame of discussions and figure out who’s relevant",
"Task","Standalone","Logbook","2026-3-9","","Clear Linear inbox","","15","High","","","2026-03-09","",
"Task","Standalone","Logbook","2026-3-9","","Clear email inbox","","15","High","","","2026-03-09","",
"Task","Standalone","Logbook","2026-3-9","","Clear Slack","","15","High","","","2026-03-09","",
"Task","Standalone","Logbook","2026-3-9","","assign reviews","","","","","","","",
"Task","Standalone","Logbook","2026-3-9","","agent teams","","","","","","","",
"Task","Standalone","Logbook","2026-3-9","","wcp batch follow ups","","","","","","","",
"Task","Standalone","Logbook","2026-3-13","","Figure out who owns this issue","","","","","","","https://linear.app/canary-technologies/issue/ENT-5372/auto-add-hotels-to-parent-portfolio-when-adding-to-child-portfolio",
"Task","Standalone","Logbook","2026-3-9","","Follow up this issue. There might be a lot of hangover direct acces to hotels.","","","","","","","https://linear.app/canary-technologies/issue/ENT-5538/hotel-setup-check-for-site-59947-wyndham-directory-showing-in-loginsProbably related to onboarding/services/vendor/wyndham_hotel_permissions.py* corporate role has been deprecated",
"Task","Standalone","Logbook","2026-3-16","","Write up timeline for CA/SE merger. Send to Blake for approval","","","","","","2026-03-16","",
"Task","Standalone","Logbook","2026-3-10","","drop peter G a warm note","","","","","","2026-03-10","",
"Task","Standalone","Logbook","2026-3-10","","Bring up  Nathan higgins on emea sync. Consider the Activation / engineering shadowing programme.","","","","","","2026-03-10","",
"Task","Standalone","Logbook","2026-3-9","","review rami doc","","","","","","","",
"Task","Standalone","Logbook","2026-3-10","","Check blake directs from yesterday","","","","","","2026-03-10","https://www.notion.so/canarytechnologies/Blake-Directs-29181468615180e38710d8c40cf3fdac",
"Task","Standalone","Logbook","2026-3-10","","Clear Linear inbox","","15","High","","","2026-03-10","",
"Task","Standalone","Logbook","2026-3-10","","Clear email inbox","","15","High","","","2026-03-10","",
"Task","Standalone","Logbook","2026-3-10","","Clear Slack","","15","High","","","2026-03-10","",
"Task","Standalone","Logbook","2026-3-10","","1. Review PRD for Customer Support Role Management Tool","","","","","","","https://linear.app/canary-technologies/issue/ENT-5529/prd-tool-to-allow-customer-support-to-grant-permissions-on-live-hotels  Source: Linear ENT-5529  From: lmena  Summary: You created this ticket. lmena has posted a draft PRD and tagged sbarry for review. Status moved to Done.  Action: Review the PRD draft and provide feedback.  Link: Notion PRD",
"Task","Standalone","Logbook","2026-3-10","","review andres","","","","","","","",
"Task","Standalone","Inbox","","","BW translations","","","","","","","https://linear.app/canary-technologies/issue/ENT-5552/issues-onboarding-new-best-westerns-in-mexico",
"Task","Standalone","Logbook","2026-3-10","","review first two MP lokalize PRs","","","","","","","",
"Task","Standalone","Logbook","2026-3-10","","Get emea hiring plan in front of blake monday","","","","","","","https://www.notion.so/canarytechnologies/Capacity-Plan-EMEA-31c81468615180598ddef9d19ce89971?source=copy_link",
"Task","Standalone","Logbook","2026-3-10","","clarity - who should James S report to?","","","","","","","",
"Task","Standalone","Logbook","2026-3-10","","review lauta notion","","","","","","","https://www.notion.so/canarytechnologies/PRD-Customer-Support-Role-Management-Tool-ENT-5529-31e8146861518121abb9dea556b1a9cehttps://www.notion.so/canarytechnologies/PRD-Customer-Support-Role-Management-Tool-31e8146861518121abb9dea556b1a9cehttps://www.notion.so/canarytechnologies/PRD-Self-Service-SSO-Management-for-Customers-31e81468615181b9b365ce2d4daf5a33",
"Task","Standalone","Logbook","2026-3-11","","Interview feedbacks","","","","","","","",
"Task","Standalone","Logbook","2026-3-16","","check ryan - recommend alternative fixes","","","","","","","https://linear.app/canary-technologies/issue/ENT-5550/user-access-update",
"Task","Standalone","Logbook","2026-3-11","","Clear Linear inbox","","15","High","","","2026-03-11","",
"Task","Standalone","Logbook","2026-3-11","","Clear email inbox","","15","High","","","2026-03-11","",
"Task","Standalone","Logbook","2026-3-11","","Clear Slack","","15","High","","","2026-03-11","",
"Task","Standalone","Logbook","2026-3-11","","confirm plan","","","","","","","https://linear.app/canary-technologies/issue/ENT-5445/fix-salesforce-push-errors-caused-by-bad-account-ids-in#comment-6c23bff4",
"Task","Standalone","Logbook","2026-3-11","","what's happening with bw hotel?","","","","","","","https://linear.app/canary-technologies/issue/ENT-5557/ran-cut-ties-from-parent-brand-script-but-hotel-still-shows-up-in-the",
"Task","Standalone","Logbook","2026-3-11","","review rami onboarding","","","","","","","https://github.com/canary-technologies-corp/canary/pull/39967",
"Task","Standalone","Logbook","2026-3-11","","ship GF fix modal","","","","","","","",
"Task","Standalone","Logbook","2026-3-11","","first pass at triage issue perms","","","","","","","",
"Task","Standalone","Logbook","2026-3-11","","reply SJ","","","","","","","",
"Task","Standalone","Logbook","2026-3-11","","go through reviews","","","","","","","",
"Task","Standalone","Logbook","2026-3-11","","give perms sdocs to julius","","","","","","","",
"Task","Standalone","Logbook","2026-3-11","","knowledge base ideas","","","","","","","translationonboarding scriptsrules based",
"Task","Standalone","Inbox","","","Wyndham certificate expires Sept 17","","","","","","2026-09-01","",
"Task","Standalone","Logbook","2026-3-11","","melissa langs","","","","","","","",
"Task","Standalone","Logbook","2026-3-11","","REview Andres comparison","","","","","","","https://github.com/canary-technologies-corp/canary/pull/40424",
"Task","Standalone","Logbook","2026-3-11","","more work for Andres","","","","","","","",
"Task","Standalone","Logbook","2026-3-12","","tag the permissions tickets to improve UI and make a project for lauta","","","","","","","",
"Task","Standalone","Logbook","2026-3-11","","push for support access period as the mechanism","","","","","","","",
"Task","Standalone","Logbook","2026-3-19","","auto-generate keywords on KB articles","","","","","","","",
"Task","Standalone","Logbook","2026-3-11","","Corporate users accessing hotel","","","","","","","https://linear.app/canary-technologies/issue/ENT-5584/request-to-remove-wyndham-usershttps://linear.app/canary-technologies/issue/ENT-5548/fix-wyndham-permissions-setup-after-corporate-role-deprecated",
"Task","Standalone","Logbook","2026-3-31","","Check on wyndham twilios which are now going through campaign reg.","","","","","","","",
"Task","Standalone","Logbook","2026-3-12","","First thing thursday - a proper grapple with this ticket and PR:","","","","","","2026-03-13","https://github.com/canary-technologies-corp/canary/pull/37812",
"Task","Standalone","Logbook","2026-3-11","","close conductors where possible","","","","","","","",
"Task","Standalone","Logbook","2026-3-11","","fix conductor git","","","","","","","",
"Task","Standalone","Logbook","2026-3-11","","do this ticket","","","","","","","https://linear.app/canary-technologies/issue/ENT-5548/fix-wyndham-permissions-setup-after-corporate-role-deprecated",
"Task","Standalone","Logbook","2026-3-12","","Clear Linear inbox","","15","High","","","2026-03-12","",
"Task","Standalone","Logbook","2026-3-12","","Clear email inbox","","15","High","","","2026-03-12","",
"Task","Standalone","Logbook","2026-3-11","","Clear Slack","","15","High","","","2026-03-12","",
"Task","Standalone","Logbook","2026-3-12","","Scope IHG settings for tincho rules-based","","","","","","","",
"Task","Standalone","Logbook","2026-3-12","","review MP again","","","","","","","https://github.com/canary-technologies-corp/canary/pull/39902",
"Task","Standalone","Logbook","2026-3-12","","morning triage","","","","","","","",
"Task","Standalone","Logbook","2026-3-12","","triage linear inbox","","","","","","","",
"Task","Standalone","Logbook","2026-3-13","","Check whether logs have abated","","","","","","2026-03-13","https://linear.app/canary-technologies/issue/ENT-5582/wyndham-message-window-expressions-are-being-cleared",
"Task","Standalone","Logbook","2026-3-13","","watch","","","","","","","https://www.loom.com/share/2ec27ed4cf4d40858efb5ea58d72d112",
"Task","Standalone","Logbook","2026-3-12","","review lmena","","","","","","","https://github.com/canary-technologies-corp/canary/pull/40605",
"Task","Standalone","Logbook","2026-3-19","","WCP guarantee codes - check","","","","","","","https://linear.app/canary-technologies/issue/ENT-4070/investigate-and-fix-error-when-running-new-wcp-provider-for-update-pms",
"Task","Standalone","Logbook","2026-3-31","","KB ideas","","","","","","","CohortsOnboarding typeshow accounts linked to SFhow to unlink from SFHow to delete accountcategorizing and retrieving groups of ent hotels",
"Task","Standalone","Logbook","2026-3-13","","Notes to Stephanie Barry before conversation with Luara on Monday; Notes to blake in the meantime","","","","","","","",
"Task","Standalone","Logbook","2026-3-13","","Clear Linear inbox","","15","High","","","2026-03-13","",
"Task","Standalone","Logbook","2026-3-13","","Clear email inbox","","15","High","","","2026-03-13","",
"Task","Standalone","Logbook","2026-3-13","","Clear Slack","","15","High","","","2026-03-13","",
"Task","Standalone","Logbook","2026-3-13","","talk to stephanie about laura concerns","","","","","","","",
"Task","Standalone","Logbook","2026-3-13","","review rami","","","","","","","",
"Task","Standalone","Logbook","2026-3-18","","fix","","","","","","","https://linear.app/canary-technologies/issue/ENT-5610/61-wyndham-hotels-failing-ohip-payment-posting-payment-method-is-not#comment-f14851cd",
"Task","Standalone","Logbook","2026-3-17","","monitor whether issues abated","","","","","","2026-03-17","https://linear.app/canary-technologies/issue/AD-7212/ihg-checkout-dashboard-timeouts-affecting-4-hotels-ihg-ewrhl-ihg-sydha",
"Task","Standalone","Logbook","2026-3-16","","Check Martijn SJ meeting zam only","","","","","","","",
"Task","Standalone","Logbook","2026-3-16","","Laura situation","","","","","","","",
"Task","Standalone","Logbook","2026-3-18","","read ryan","","","","","","","https://linear.app/canary-technologies/issue/ENT-5211/get-canonical-membership-should-not-default-to-non-member#comment-d49ca70a",
"Task","Standalone","Logbook","2026-3-16","","analyze context use","","","","","","","",
"Task","Standalone","Logbook","2026-3-17","","get datadog mcp in conductor","","","","","","","",
"Task","Standalone","Logbook","2026-3-16","","message peter g","","","","","","2026-03-16","",
"Task","Standalone","Logbook","2026-3-16","","Blake directs updates","","","","","","2026-03-16","https://www.notion.so/canarytechnologies/Blake-Directs-29181468615180e38710d8c40cf3fdacTemperature check - we should know who’s underwater, support or change expectations. We’ll start with a silent read, then Blake may ask for clarifications.People - be aware of challenges and get ahead of themUnblock - unblock decisions within the meeting (3-5 min max), or coordinate rapid follow-ups with the relevant folksTee Ups - we do not want this to be another Eng Leads. We’ll limit discussions that occur within this meeting, but it’s useful to frame of discussions and figure out who’s relevant",
"Task","Standalone","Logbook","2026-3-16","","Clear Linear inbox","","15","High","","","2026-03-16","",
"Task","Standalone","Logbook","2026-3-16","","Clear email inbox","","15","High","","","2026-03-16","",
"Task","Standalone","Logbook","2026-3-16","","Clear Slack","","15","High","","","2026-03-16","",
"Task","Standalone","Logbook","2026-3-16","","prep laura feedback","","","","","","","",
"Task","Standalone","Logbook","2026-3-18","","|Watch","","","","","","","https://www.notion.so/canarytechnologies/322814686151805c91eaebcd334dc85f?v=3228146861518072ad62000cbe10bec3&source=copy_link",
